order_id,drop_latitude,drop_longitude
f9fccbfe1a4b077f77c38637b16b4c60,37.5767679,-77.4186649
8ac986997c6dc8c8be7f566bf2dbffb3,37.5773282,-77.4172246
2f6862691b75b1296d044a9d8f4ac86c,37.5769715,-77.4159218
531be5761ed4c5a863bcb379630b2e8f,37.5695567,-77.408423
79a6fb386ccf018114b09db13068dcbc,37.5732261,-77.4060711
8467a70ea798612da5667b574de2b9a9,37.5722163,-77.4012731
4cb85e63a060a035e0aaa41beef3bad7,37.5750744,-77.400326
dc4c49c113b3c0e0988f80c5c70bb934,37.5756136,-77.4050398
e6c9c2cc0d1b1ca1fa2a0c3f41344465,37.5766389,-77.4073266
6a6b96b374daad9828fa0560110908d3,37.5819136,-77.4030668
57ba1107d28924541efbf87322c3f32e,37.582499,-77.3986274
3aff36329950979e85d9f9de256cee1d,37.5843457,-77.3963852
f866a1a01c2a62281860eb6514ecab74,37.5850635,-77.3962058
830412e4588115f72643d29b33128e4f,37.5897278,-77.396161
9a002cc9e152bd5bfb82ba49a6dea9e6,37.5767682,-77.4313134
ac346655483185b671afbe326f473365,37.576817,-77.434048
2de22a4b53bfb00ec2f71781e06a7092,37.5758907,-77.4300133
4d41094595d26be6b209d240dae1f678,37.5725798,-77.4312237
efdf3954b3dfe5611622f298f72d2f98,37.5708689,-77.4361158
1b767cc4ab17e9b469ece85ab4fbe658,37.5706554,-77.4373205
f2e5d6532fda6013fd2e44b465c2e830,37.5667992,-77.4372757
9256377154364c6502b11b78dc498040,37.5622558,-77.4365584
25e805393d42527a06ff44dc033dd6c5,37.5593453,-77.4304616
cfe6de39e162f9368489d25c7b5b71e5,37.56239,-77.432479
c686cd5e004f22c721580ca78976da47,37.5658727,-77.4317168
8119ce7f32f12a2f628ff078bb03eb7f,37.5658727,-77.4317168
b08095e3cf7d3059ba72b93e8ff02d7f,37.5631394,-77.4314479
47ebaee44e1676dadde535bd01b6be32,37.5618333,-77.4330169
67b72483af0c040503bf0faaf6bfd505,37.5679536,-77.4259336
67d2ac53fbef1c4dce29b0258ae89359,37.5670014,-77.4250818
587b5b3db8c832f0dc965e07f960be09,37.5657448,-77.4221676
1930b1ba6e26beb088212aaa91a2e9e0,37.5632816,-77.4221228
c02842b0f22479d0b8efcb9b33a96952,37.5617687,-77.4248128
d5e71ae937e62ce4f8e8db57743ead50,37.5602016,-77.4231988
36df6b98da2f62f30797e2046a09d5be,37.5608135,-77.4220331
4600fae686cbc6436f7f482a4ecbc37a,37.5145972,-77.4152684
198c6cc620650ccbf83cc67abed7a155,37.5136362,-77.4148146
5bf34d13f25c9762273072bb8ee16c63,37.5125122,-77.4149719
e77f576b44ce7805f64045d89c7418b8,37.5115275,-77.4152974
